Cell	20081128_sulston	20190417_ref-2_JIM529_L2	20181207_JIM529_L4	20181030_JIM529_L2	20181101_JIM529_L4	20190321_ref-2_JIM529_L2	20190423_ref-2_JIM529_L2	20190417_ref-2_JIM529_L8	20190417_ref-2_JIM529_L7
Epl	56	43.2	45.8	46.3	54.7	57.3	47.4	44.9	43.1
Epla	68	60.6	63.6	69.3	71.1	71.3	63.5	62.3	60.5
Eplaa	314	NA	NA	NA	NA	NA	NA	NA	NA
Eplaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eplap	314	NA	NA	NA	NA	NA	NA	NA	NA
Eplapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eplp	78	67.4	69.8	79.2	81.1	79.8	74.1	70.7	65.5
Eplpa	304	NA	NA	NA	NA	NA	NA	NA	NA
Eplpaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eplpp	124	NA	NA	NA	NA	NA	108.6	NA	NA
Eplppa	179	NA	NA	NA	NA	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eplppp	179	NA	NA	NA	NA	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epr	56	41.5	45.8	44.8	59.6	54	47.4	41.5	41.4
Epra	68	63.9	64.8	78	78.5	78	69.6	67.3	63.9
Epraa	314	NA	NA	NA	NA	NA	NA	NA	NA
Epraaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eprap	314	NA	NA	NA	NA	NA	NA	NA	NA
Eprapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eprp	78	69.1	74.8	88	82.3	84.7	71.1	69.1	67.2
Eprpa	304	NA	NA	NA	NA	NA	NA	NA	NA
Eprpaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eprpp	124	NA	NA	NA	NA	NA	NA	NA	NA
Eprppa	179	NA	NA	NA	NA	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eprppp	179	NA	NA	NA	NA	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MS	19	3.4	14.7	NA	16.1	17.4	NA	NA	8.6
MSa	26	15.6	18.9	16.2	18.7	20.7	18.5	19	17.3
MSaa	25	20.8	21.6	22.9	24.4	27.6	21.7	20.8	20.9
MSaaa	32	26	27.6	32	31.7	32.1	29.3	26	26
MSaaaa	36	27.5	30.6	36	35.5	35.1	30.2	29.3	27.4
MSaaaaa	46	31.8	39.5	43.6	43.5	44.3	37.8	35.1	31.8
MSaaaaaa	124	NA	NA	NA	NA	NA	109	96.5	NA
MSaaaaaal	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaaaaar	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaaaap	49	40.2	NA	52.8	43.7	50.4	43.5	40.9	NA
MSaaaaapa	74	NA	NA	80.6	NA	NA	66.8	69.1	NA
MSaaaaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaaaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaaap	51	38.5	47	49.8	46	49.5	42.3	41.8	35.1
MSaaaapa	49	49.3	NA	61.6	56.2	62.3	58.3	56.1	NA
MSaaaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaaapp	64	56.1	NA	70.5	67.4	69	61.2	61.2	NA
MSaaaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaap	43	32.5	33.3	41	49	50.2	34.8	37.7	32.4
MSaaapa	49	30	34.4	39.5	37.3	42.7	34.7	31.8	31.8
MSaaapaa	44	42.5	NA	52.6	52.4	53.9	50.8	46	NA
MSaaapaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaapap	59	49.2	NA	55.1	57.4	52.2	50.8	46	NA
MSaaapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaapp	89	60.3	NA	83.6	74.8	83.2	72.2	71.1	NA
MSaaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaap	32	26	29	33.3	34.2	33.8	29.3	29.4	27.6
MSaapa	35	27.5	33.3	35.8	34.1	33.5	30.2	29	29.1
MSaapaa	52	33.4	44.5	48.4	41.1	52.8	39.3	36.8	NA
MSaapaaa	44	49.3	NA	61.6	55	64	58.2	49.4	NA
MSaapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapaap	46	44.3	NA	57.9	53.6	59	53.8	49.4	NA
MSaapaapa	99	NA	NA	NA	NA	NA	NA	NA	NA
MSaapaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapap	57	38.5	49.5	54.7	47.3	51.1	39.3	41.9	40.1
MSaapapa	114	78	NA	119.5	NA	109.4	76.1	74.7	NA
MSaapapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapapp	49	57.8	NA	NA	66.2	60.6	53.8	62.9	NA
MSaapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapp	48	36	44.8	50.1	44	45.3	39.3	39.2	34.1
MSaappa	94	60.2	NA	80.8	66.1	71.4	69.2	57	NA
MSaappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaappp	74	55.2	NA	68.2	72.2	66.3	61.8	64.3	NA
MSaapppa	69	NA	NA	NA	NA	82.5	69.9	NA	NA
MSaapppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaapppp	94	NA	NA	NA	NA	NA	93.7	NA	NA
MSaappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSaappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSap	27	22.6	24.3	25.6	26.9	29.3	24.7	22.6	24.3
MSapa	34	27.7	30.2	32	33	33.8	30.8	29.5	25.9
MSapaa	39	30.8	38.4	42.5	37.7	41.8	36.2	32.5	32.4
MSapaaa	49	41.8	45.5	53.2	46	51.1	43.7	43.5	38.5
MSapaaaa	114	NA	NA	NA	NA	NA	116.1	NA	NA
MSapaaaad	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapaaaav	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapaap	69	58.6	NA	78.4	73.6	78.1	60.3	67.6	NA
MSapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapap	39	30.8	39.6	42.5	44	43.5	36.2	32.5	32.4
MSapapa	49	40.2	46.6	54.6	47.4	51.2	43.7	41.9	38.5
MSapapaa	199	NA	NA	NA	NA	NA	NA	NA	NA
MSapapaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapapp	59	45.2	54.1	62.1	53.6	61.3	54.3	48.5	43.5
MSapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapp	34	27.7	30.2	34.5	34.4	33.8	29.3	29.5	27.6
MSappa	44	37.5	39.6	44.9	44	48.5	39.2	35.8	33.9
MSappaa	64	51.9	NA	73.2	64.7	65.8	60.2	62	48.5
MSappaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSappaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSappap	74	57	NA	94.7	74.8	80.9	67.7	64.2	NA
MSappapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSappapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSappp	47	44.2	50	63.1	56.5	61	42.2	42.5	40.6
MSapppa	61	48.5	NA	65.4	55	64.1	55.8	52	NA
MSapppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSapppp	61	50.3	NA	84.3	60	69.1	61.6	59.3	NA
MSappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSp	26	15.6	18.9	16.2	18.7	20.7	18.5	17.2	17.3
MSpa	25	20.8	21.6	22.9	25.6	25.9	23.2	22.6	22.6
MSpaa	32	26	30.3	29.5	32.9	35.5	29.4	27.7	25.9
MSpaaa	35	27.5	32	36	35.4	35.2	31.7	29.3	27.4
MSpaaaa	47	36.8	38.2	43.6	40	42.6	36.2	36.8	31.7
MSpaaaaa	99	79.6	NA	101.8	88.6	95.9	86.5	88.1	NA
MSpaaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaaaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaaaap	59	44.3	NA	56.5	47.4	52.2	49.3	42.5	NA
MSpaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaaap	52	43.5	40.7	47.3	47.4	42.6	39.3	38.5	33.4
MSpaaapa	84	71.3	NA	80.3	80	82.4	80.6	74.6	NA
MSpaaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaaapp	64	44.3	NA	53.9	49.9	53.9	47.8	46	NA
MSpaaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaap	43	36	35.8	43.6	45.4	45.3	42.3	34.3	34.1
MSpaapa	56	36.7	39.3	44.6	39.9	44.4	37.7	36.7	36.8
MSpaapaa	77	57.7	NA	86.7	77.6	85.9	77.6	66.2	NA
MSpaapaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaapap	57	44.2	NA	61.6	53.7	55.6	52.2	46	NA
MSpaapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpap	32	26	29	30.8	34.2	35.5	30.9	27.7	27.6
MSpapa	35	27.5	33.3	32.1	32.7	35.2	28.6	27.5	25.7
MSpapaa	61	35	40.7	47.4	39.7	42.6	39.3	36.8	35
MSpapaaa	35	51	NA	64.1	62.3	58.9	55.3	54.4	NA
MSpapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapaap	30	49.2	NA	57.7	51.1	52.2	49.3	45.9	NA
MSpapaapa	109	NA	NA	NA	NA	NA	NA	NA	NA
MSpapaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapap	57	35	42	47.4	43.5	49.5	42.3	36.8	41.7
MSpapapa	114	79.6	NA	106.9	NA	109.4	97	71.3	NA
MSpapapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapapp	49	46	NA	62.7	58.6	60.6	49.4	47.6	NA
MSpapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapp	46	36	39.7	41.2	50.1	47	39.2	37.5	34
MSpappa	76	56.9	NA	69.8	66.1	79.9	72.1	58.7	NA
MSpappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpappp	76	53.6	NA	71.1	63.6	69.8	63.2	51.9	48.6
MSpapppa	74	NA	NA	NA	NA	85.9	87.8	84.8	NA
MSpapppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpapppp	89	NA	NA	NA	NA	NA	99.8	NA	NA
MSpappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpp	27	22.6	24.3	25.6	28.1	29.3	26.3	24.4	22.6
MSppa	34	26	29	28.1	33.1	33.8	29.3	27.7	27.6
MSppaa	39	30.8	37.2	41.2	40.3	40.1	36.2	34.2	32.4
MSppaaa	49	38.5	44.3	48.5	44.9	49.5	43.7	38.5	35
MSppaaaa	124	NA	NA	NA	NA	NA	NA	NA	NA
MSppaaaad	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppaaaav	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppaap	69	57	NA	66	66.1	74.8	67.7	57	53.6
MSppaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppap	29	32.5	34.6	38.5	39	38.5	36.2	32.5	29
MSppapa	59	41.8	43	48.4	47.3	49.5	43.7	40.1	40.2
MSppapaa	199	NA	NA	NA	NA	NA	NA	NA	NA
MSppapaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppapp	69	48.6	51.9	57.3	62.2	56.3	51.3	46.9	45.3
MSppappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppp	34	27.7	30.2	29.4	33.1	35.5	29.3	29.5	27.6
MSpppa	44	32.5	38.4	45	41.5	43.6	36.2	35.8	34
MSpppaa	67	53.6	NA	69.6	64.7	73.1	58.7	55.2	48.6
MSpppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpppap	74	58.6	NA	74.6	68.6	79.9	70.6	62	NA
MSpppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpppapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpppp	44	37.5	48.6	51.5	52.6	51	46.8	39.1	40.7
MSppppa	64	48.5	NA	59.5	57.4	65.7	54.1	56.9	45.2
MSppppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSppppp	64	53.6	NA	72	61.1	72.5	57.1	58.7	NA
MSpppppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSpppppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1	NA	NA	NA	NA	15.9	NA	NA	NA	NA
P2	25	NA	NA	NA	18.6	19.1	NA	NA	NA
P3	32	12.1	22.8	NA	25.5	26.1	NA	NA	19
P4	66	55.5	64.2	57.9	61.3	78.5	58.7	52	50.4
Z2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Z3	NA	NA	NA	NA	NA	NA	NA	NA	NA
